id,证券简称,year,TFPOP,TFPLP,Innovation,ICL,FC,DIF,BRE,DEP,DIG,SIZE,LEV,TOP,GROWTH,CFO,AGE,BSIZE,MSR,SOE,Enterprise property rights,Life circles of enterprises,Technical level,DIF_lag
300150,世纪瑞尔,2017,6.0044543,7.4821572,2.7080502,676.11,-3.855696,329.9438,316.11839,357.2373,326.01867,21.665732,0.21748461,19.63,0.11314,-0.0161942,2.944439,2.0794415,21.2394,0,1,1,1,286.3705
300150,世纪瑞尔,2018,6.326451,7.8703469,2.8332133,693.12,-3.890658,368.53698,353.86707,366.78169,420.18898,21.588465,0.13635282,19.63,0.288162,0.0065873,2.9957323,2.0794415,21.2386,0,1,2,1,329.9438
300150,世纪瑞尔,2019,6.6454365,8.2198318,2.9957323,683.37,-3.930923,399.00258,384.65586,402.06976,440.82605,21.592336,0.14063624,15.37,0.327897,0.01147659,3.0445224,2.0794415,16.9853,0,1,2,1,368.537
300150,世纪瑞尔,2020,6.5192266,8.0741609,2.3025851,605.69,-3.967506,417.8754,397.00187,445.83295,436.02171,21.54372,0.16206022,15.37,-0.130945,0.01453461,3.0910425,2.0794415,16.7308,0,1,2,1,399.0026
300150,世纪瑞尔,2021,6.6603439,8.2435139,3.3672958,668.35,-4.011894,445.44062,432.92659,474.2983,434.34999,21.606705,0.20002028,15.37,0.209936,-0.02541135,3.1354942,2.1972246,16.0363,0,1,3,1,417.8754
300150,世纪瑞尔,2022,6.3821687,7.9786038,3.6888795,653.25,-4.036515,452.83023,455.92724,445.59812,455.77357,21.403529,0.22869742,15.37,-0.249823,0.00007218,3.1780538,2.1972246,16.0363,0,1,2,1,445.4406
300151,昌红科技,2011,5.7003711,6.9962437,0.69314718,696.41,-3.406896,69.48,63.41,80.97,68.66,20.510948,0.12683864,49.91,0.197843,0.0070962,2.3978953,1.9459101,65.3582,0,1,2,1,
300151,昌红科技,2012,5.4669536,7.1689567,2.3978953,703.53,-3.4496,127.06,111.37,149.38,138.31,20.527803,0.1246845,49.91,0.439962,0.03794118,2.4849066,1.7917595,63.3761,0,1,2,1,69.48
300151,昌红科技,2013,5.7561448,7.4289053,2.4849066,655.23,-3.511857,184.78,153.33,208.44,245.61,20.672791,0.22668228,49.91,0.250759,0.09597376,2.5649494,1.9459101,62.6299,0,1,2,1,127.06
300151,昌红科技,2014,5.6796338,7.2653991,2.3025851,707.39,-3.552214,201.53,199.63,175.04,255.98,20.675218,0.1841186,49.91,-0.06273,0.07264259,2.6390573,1.7917595,62.7144,0,1,1,1,184.78
300151,昌红科技,2015,5.5933556,7.1375487,2.5649494,625.69,-3.594457,240.95,225.52,195.87,373.79,20.690539,0.16232207,45.86,-0.051751,0.05088532,2.7080502,1.7917595,57.8325,0,1,2,1,201.53
300151,昌红科技,2016,5.6235131,7.196488,3.8501476,630.59,-3.64022,247.99617,240.07306,236.49918,295.06519,20.730552,0.17402037,45.86,0.072162,0.04403563,2.7725887,1.7917595,57.1447,0,1,2,1,240.95
300151,昌红科技,2017,5.6228624,7.2725315,3.3672958,666.59,-3.675559,296.16794,275.9134,328.16611,304.92047,20.698117,0.13182599,45.86,0.017834,0.05447525,2.8332133,1.7917595,57.1447,0,1,3,1,247.9962
300151,昌红科技,2018,5.7624715,7.423702,3.2188758,709.06,-3.724258,331.91759,312.44172,329.92984,399.85891,20.759174,0.14058412,45.86,0.158401,0.058012,2.8903718,1.7917595,57.1447,0,1,2,1,296.1679
300151,昌红科技,2019,5.7049644,7.3865048,4.1896547,640.34,-3.766952,360.60782,339.98361,364.49815,421.66133,20.778551,0.16487214,42.19,0.031295,0.11380012,2.944439,1.7917595,51.5239,0,1,2,1,331.9176
300151,昌红科技,2020,6.1199793,7.7846931,2.7725887,623.12,-3.836454,379.53476,356.94132,404.35315,409.06217,21.00852,0.19303146,42.24,0.562869,0.17488982,2.9957323,1.9459101,49.5474,0,1,1,1,360.6078
300151,昌红科技,2021,6.0870008,7.7751878,3.7612001,658.47,-3.913511,406.53094,386.37133,438.12735,415.7068,21.368573,0.37137036,42.19,0.008375,0.05093229,3.0445224,1.9459101,48.945,0,1,1,1,379.5348
300151,昌红科技,2022,6.1033638,7.84156,2.944439,695.06,-3.966312,416.35885,413.30609,405.56853,446.07221,21.527382,0.39646113,40.21,0.089525,0.09767627,3.0910425,1.9459101,46.9688,0,1,1,1,406.5309
600063,皖维高新,2011,6.5939516,8.1785094,2.0794415,647.39,-3.71794,60.58,20.2,55.58,34.66,22.406375,0.5128001,30.2,0.310489,0.0371656,2.7080502,2.1972246,0.004,1,0,1,1,
600063,皖维高新,2012,6.2089778,7.9324102,3.6635616,522.75,-3.757173,96.63,66.06,138.06,122.31,22.520517,0.57350339,30.2,-0.08242,0.02636184,2.7725887,2.1972246,0.0019,1,0,1,1,33.07
600063,皖维高新,2013,6.4388179,8.1623084,3.1780538,541.14,-3.796779,150.83,106.51,190.86,224.45,22.550923,0.58959356,30.1956,0.241011,0.05657014,2.8332133,2.1972246,0.0019,1,0,1,1,96.63
600063,皖维高新,2014,6.6159512,8.3142801,1.7917595,693.1,-3.833423,180.59,156.56,173.84,272.22,22.710094,0.49406011,30.1956,0.154779,0.11195637,2.8903718,2.1972246,0.0019,1,0,2,1,150.83
600063,皖维高新,2015,6.4568298,8.1476877,2.3978953,724.82,-3.872831,211.28,171.65,189.78,381.23,22.730622,0.50703297,35.12,-0.155462,0.11372242,2.944439,2.0794415,0.0004,1,0,2,1,180.59
600063,皖维高新,2016,6.4596365,8.1743398,3.5553481,721.7,-3.907088,228.77833,194.89492,229.95423,338.53799,22.888087,0.58185473,35.97,0.016872,0.06611792,2.9957323,2.0794415,0.0106,1,0,1,1,211.28
600063,皖维高新,2017,6.6921498,8.3611739,2.7080502,702.59,-3.946344,271.59632,234.70174,309.54702,324.47577,22.905007,0.45562253,30.74,0.328008,-0.05618085,3.0445224,2.1972246,0.0098,1,0,1,1,228.7783
600063,皖维高新,2018,6.8991194,8.5784768,3.2580965,661.89,-3.98476,303.8303,273.40668,309.62053,393.78539,22.939309,0.49594529,30.74,0.24471,0.14804596,3.0910425,2.1972246,0.0093,1,0,2,1,271.5963
600063,皖维高新,2019,7.0050998,8.6887542,3.5263605,637.45,-4.024012,330.28998,301.14702,341.53291,406.10952,22.954807,0.44843406,30.74,0.085217,0.10525497,3.1354942,2.1972246,0.0093,1,0,2,1,303.8303
600063,皖维高新,2020,7.1247779,8.809944,4.0253517,710.7,-4.056343,350.16469,323.74512,366.14547,408.38344,23.094301,0.4686994,30.74,0.109681,0.11202153,3.1780538,2.1972246,0.0093,1,0,1,1,330.29
600063,皖维高新,2021,7.2781153,8.970998,3.1780538,663.21,-4.090875,384.62366,364.42756,399.87704,423.61655,23.178919,0.45444523,30.74,0.148804,0.1295984,3.2188758,2.0794415,0.0072,1,0,2,1,350.1647
600063,皖维高新,2022,7.4507246,9.1381694,2.1972246,662.93,-4.121434,393.32082,389.06133,368.60476,452.32267,23.30692,0.41203622,34.01,0.22693,0.17294039,3.2580965,2.1972246,0.0065,1,0,2,1,384.6237
600097,开创国际,2011,5.8999267,7.2514425,0,680.94,-3.636749,60.58,30.96,57.74,71.63,21.011008,0.48732898,43.02,0.263991,0.10894252,2.7080502,2.1972246,0,1,1,2,0,
600097,开创国际,2012,5.9498326,7.3268387,1.0986123,690.57,-3.675644,102.94,79.51,120.72,147.98,21.001695,0.39758301,43.02,0.115951,0.24431645,2.7725887,2.1972246,0,1,1,2,0,45.56
600097,开创国际,2013,5.9322956,7.3105486,1.0986123,605.24,-3.713713,158.26,121.75,173.37,251.39,20.985561,0.3444347,43.02,-0.005195,0.14173457,2.8332133,2.1972246,0,1,1,2,0,102.94
600097,开创国际,2014,5.9337645,7.3111751,0,305.07,-3.758309,179.62,170.99,153.8,255.03,21.024273,0.32016377,43.02,0.018945,0.12585994,2.8903718,2.1972246,0,1,1,2,0,158.26
600097,开创国际,2015,5.7769306,7.1404669,0,552.83,-3.781279,230.33,192.26,184.91,438.59,20.885819,0.32635985,43.02,-0.187679,0.06949467,2.944439,2.1972246,0,1,1,2,0,179.62
600097,开创国际,2016,6.3087784,7.6804925,0,633.78,-3.864939,231.55919,210.0909,220.34755,322.83464,21.274855,0.52429354,43.02,0.701703,0.11404348,2.9957323,2.1972246,0,1,1,1,0,230.33
600097,开创国际,2017,6.7440692,8.1541287,0,577.88,-3.908398,275.63964,253.39078,297.53471,309.33501,21.311686,0.14674768,42.26,0.556028,0.11118054,3.0445224,2.0794415,0,1,1,3,0,231.5592
600097,开创国际,2018,6.7308014,8.0696745,0,724.84,-3.968608,309.71811,294.40335,300.23339,377.54138,21.559094,0.2780418,42.26,0.068544,0.08258363,3.0910425,1.9459101,0,1,1,1,0,275.6396
600097,开创国际,2019,6.9118519,8.2428812,0,717.33,-4.015887,328.75214,319.41358,314.45692,385.58468,21.668818,0.29410231,42.26,0.158179,0.07564089,3.1354942,2.1972246,0,1,1,2,0,309.7181
600097,开创国际,2020,6.7724234,8.1013641,0,614.27,-4.06106,344.04907,335.86572,337.24332,383.4585,21.758374,0.31993486,42.26,-0.109915,0.11590554,3.1780538,2.1972246,0,1,1,2,0,328.7521
600097,开创国际,2021,6.7498473,8.0787575,0,652.88,-4.103376,375.3539,368.4758,377.11911,394.88059,21.802921,0.31515976,42.26,0.005772,0.07632917,3.2188758,1.9459101,0,1,1,3,0,344.0491
600097,开创国际,2022,6.7150086,8.0320916,3.2580965,639.69,-4.150077,382.28242,392.59708,344.97611,416.03844,21.957123,0.38066043,42.26,-0.019895,0.0353172,3.2580965,2.1972246,0,1,1,2,0,375.3539
600151,航天机电,2011,6.3224793,7.7437883,4.6913479,545.46,-3.660374,80.19,98.85,86.24,7.58,23.024773,0.64417869,41.6,-0.040723,-0.05836697,2.6390573,2.1972246,0.0089,1,1,1,1,
600151,航天机电,2012,5.8784,7.2557855,4.6151205,542.05,-3.693832,150.77,149.35,174.72,111.94,23.134342,0.62075463,31.86,-0.359327,-0.05120943,2.7080502,2.1972246,0.0069,1,1,1,1,80.19
600151,航天机电,2013,6.9646578,8.3237013,4.4659081,685.52,-3.751253,222.14,187.31,280.93,230.3,22.780185,0.51421901,31.86,1.19621,0.01465855,2.7725887,2.1972246,0.0069,1,1,1,1,150.77
600151,航天机电,2014,6.9966036,8.423092,4.5643482,655.9,-3.78697,239.53,237.02,242.78,241.88,22.890814,0.56575978,30.26,0.127407,0.03113813,2.8332133,2.1972246,0.0069,1,1,1,1,222.14
600151,航天机电,2015,6.9549621,8.3657512,4.7095302,644.66,-3.815821,278.11,258.98,259.81,374.54,23.102808,0.61222879,30.34,0.066845,0.0114281,2.8903718,2.1972246,0.0053,1,1,1,1,239.53
600151,航天机电,2016,7.1233766,8.6283843,4.6728288,645.95,-3.838108,282.22354,274.24543,281.47509,309.94443,23.347971,0.54648122,28.34,0.34865,0.07576801,2.944439,2.1972246,0.0046,1,1,1,1,278.11
600151,航天机电,2017,7.3081377,8.8685119,4.7184989,605.31,-3.882342,336.65059,305.88819,396.04929,330.31123,23.295388,0.55338614,28.34,0.221839,-0.01143058,2.9957323,2.1972246,0.0046,1,1,1,1,282.2235
600151,航天机电,2018,7.2837672,8.8318924,4.4886364,652.4,-3.931969,377.73375,346.33239,400.39722,440.2605,23.162728,0.41588426,28.34,0.006571,-0.01539079,3.0445224,2.1972246,0.0046,1,1,3,1,336.6506
600151,航天机电,2019,7.4002354,8.8578234,4.3307333,594.87,-3.974953,410.28143,378.25086,439.91181,462.22783,23.116741,0.47100149,26.45,0.031191,0.05107732,3.0910425,2.1972246,0.0046,1,1,2,1,377.7338
600151,航天机电,2020,7.2836947,8.7359158,4.4426513,561.78,-4.016718,431.92757,395.20409,488.68336,450.08004,23.08812,0.44129655,26.45,-0.118177,0.01670615,3.1354942,2.0794415,0,1,1,3,1,410.2814
600151,航天机电,2021,7.38671,8.8158486,4.3820266,659.08,-4.056365,458.97039,433.42333,510.69446,449.36359,23.093927,0.45320389,26.45,0.03277,0.04413269,3.1780538,2.1972246,0,1,1,3,1,431.9276
600151,航天机电,2022,7.6806425,9.1519263,3.3672958,609.24,-4.093671,458.97039,455.91194,465.82341,467.1723,23.136833,0.48381282,26.45,0.399093,0.06837171,3.2188758,2.1972246,0,1,1,3,1,458.9704
600167,联美控股,2011,5.9132154,6.8163254,0,674.68,-3.58965,60.58,44.96,44.64,35.33,21.325338,0.64117717,46.97,0.317405,0.15374055,2.5649494,1.9459101,0,0,1,2,0,
600167,联美控股,2012,6.0219042,6.9477119,0,658.67,-3.646732,103.53,89.01,120.36,120.91,21.533097,0.65948318,46.97,0.215551,0.19336652,2.6390573,1.9459101,0,0,1,2,0,43.29
600167,联美控股,2013,5.7702006,6.9520006,0,677.92,-3.698962,160.07,126.67,181.54,231.33,21.720594,0.67901121,46.97,0.178753,0.20156126,2.7080502,1.9459101,0,0,1,2,0,103.53
600167,联美控股,2014,5.8602562,7.0720977,0,637.68,-3.742496,187.61,175.49,162.89,272.53,21.785594,0.65752643,46.97,0.136554,0.13373155,2.7725887,1.9459101,0,0,1,2,0,160.07
600167,联美控股,2015,5.9513066,7.1967802,0,659.62,-3.787658,226.4,194.17,178.41,420.06,21.895827,0.63859661,46.97,0.14549,0.14208237,2.8332133,1.9459101,0,0,1,2,0,187.61
600167,联美控股,2016,6.2632459,7.759455,1.9459101,727.48,-3.836098,231.41065,207.73741,220.06242,330.21495,22.59332,0.61316448,62.73,1.698135,0.15809664,2.8903718,1.9459101,0,0,1,2,0,226.4
600167,联美控股,2017,6.3776312,7.8992035,2.6390573,620.02,-3.853888,267.17592,239.87227,291.26529,313.57423,23.133479,0.35713354,48.48,0.162357,0.1008181,2.944439,1.9459101,0,0,1,1,0,231.4106
600167,联美控股,2018,6.5492587,8.1112149,0,651.91,-3.89466,290.9506,271.81311,279.47555,375.01204,23.121384,0.4371547,54.17,0.278007,0.10296057,2.9957323,1.9459101,0,0,1,2,0,267.1759
600167,联美控股,2019,6.628818,8.2018609,2.944439,713.13,-3.928242,311.01187,292.44408,302.52138,387.77,23.216601,0.35446335,50.77,0.118256,0.11886191,3.0445224,1.9459101,0,0,1,1,0,290.9506
600167,联美控股,2020,6.6962189,8.2654192,2.7725887,713.79,-3.957764,326.29353,307.11236,328.11833,386.33345,23.352114,0.3455607,50.77,0.059432,0.06692097,3.0910425,1.7917595,0,0,1,1,0,311.0119
600167,联美控股,2021,6.6957678,8.2151478,2.4849066,599.43,-3.999957,357.23452,340.10019,363.89797,401.7251,23.325369,0.33543572,50.77,-0.036146,0.12600119,3.1354942,1.7917595,0,0,1,2,0,326.2935
600167,联美控股,2022,6.6498521,8.1805556,1.3862944,615.64,-4.020547,365.24644,364.92167,333.10614,424.74522,23.540769,0.30904577,52.39,-0.005077,0.08629512,3.1780538,1.9459101,0,0,1,1,0,357.2345
600187,国中水务,2011,5.3704507,6.6198073,0,674.74,-3.631105,60.58,21.12,36.28,69.83,21.341419,0.35227331,53.77,1.002039,0.05137821,2.6390573,1.9459101,0,0,1,1,0,
600187,国中水务,2012,5.3652049,6.706298,0,668.9,-3.679913,87.91,66.48,100.46,135.89,21.444642,0.36948036,53.77,0.167937,0.06314176,2.7080502,2.0794415,0.0013,0,1,1,0,33.58
600187,国中水务,2013,5.7584075,7.1775253,0,663.73,-3.751266,141.4,104.49,152.58,242.97,21.990752,0.25035188,20.56,0.65288,0.0394512,2.7725887,2.0794415,0.001,0,1,1,0,87.91
600187,国中水务,2014,5.8004025,7.2388795,2.7080502,706.96,-3.794319,167.8,152.48,142.48,264.41,22.09433,0.28340513,15.62,0.221455,0.02675463,2.8332133,2.0794415,0.0007,0,1,1,0,141.4
600187,国中水务,2015,5.4336188,6.7490068,0.69314718,530.48,-3.835063,209.93,174.68,164.06,409.72,22.125748,0.3342421,15.62,-0.340621,-0.01811071,2.8903718,2.0794415,0.0005,0,1,1,0,167.8
600187,国中水务,2016,5.1840421,6.4797086,1.6094379,670.92,-3.875545,221.88573,191.24127,206.54222,350.96835,22.148304,0.34521467,15.62,-0.246226,0.0227487,2.944439,2.0794415,0.0004,0,1,2,0,209.93
600187,国中水务,2017,5.3739399,6.6907749,0.69314718,635.88,-3.917138,256.7799,225.99626,275.86062,323.77001,22.247067,0.20331687,13.74,0.22906,0.00415321,2.9957323,2.0794415,0.0004,0,1,3,0,221.8857
600187,国中水务,2018,5.610507,6.9241437,0.69314718,541.37,-3.957902,274.73473,256.12347,254.88232,372.2806,22.348812,0.3114905,13.74,0.064111,0.03423855,3.0445224,2.1972246,0,0,1,3,0,256.7799
600187,国中水务,2019,5.9190208,7.2720844,0.69314718,578.19,-3.997557,292.8692,275.78899,274.64106,382.40908,22.288517,0.27839253,13.74,0.149279,0.02115673,3.0910425,2.1972246,0,0,1,2,0,274.7347
600187,国中水务,2020,5.6282707,6.9477759,1.0986123,638.26,-4.03739,306.07529,290.47855,293.69489,380.09133,22.270208,0.26641924,13.74,-0.295137,-0.04629788,3.1354942,2.1972246,0,0,1,3,0,292.8692
600187,国中水务,2021,5.6983696,7.0748633,0,407.23,-4.077646,341.1391,327.59386,335.19596,396.68576,22.299907,0.31194012,13.74,0.014239,0.05395222,3.1780538,1.9459101,0,0,1,2,0,306.0753
600187,国中水务,2022,5.7539913,6.8657951,0,531.73,-4.114811,347.594,349.67864,305.34622,417.50271,22.114714,0.20898524,14.09,-0.252018,0.01678706,3.2188758,1.9459101,0,0,1,3,0,341.1391
600219,南山铝业,2011,7.1065856,9.0574238,0.69314718,739.64,-3.796317,60.58,33.67,47.16,39.01,23.763197,0.19380268,42.5,0.452788,0.07637864,2.944439,2.1972246,0,0,1,1,1,
600219,南山铝业,2012,7.2272259,9.1485719,1.9459101,740.14,-3.798845,100.35,80.15,127.53,117.68,24.049642,0.34418109,43.34,0.11566,0.04687879,2.9957323,2.1972246,0,0,1,1,1,38.55
600219,南山铝业,2013,7.1465009,9.1110639,1.3862944,607.32,-3.830753,159.3,122.01,189.07,228.32,24.105244,0.35675378,43.7,-0.023207,0.04792165,3.0445224,2.1972246,0,0,1,2,1,100.35
600219,南山铝业,2014,7.1122026,9.0736839,1.7917595,711.5,-3.859451,181.88,169.89,161.19,259.08,24.180025,0.37476148,43.02,-0.032255,0.0458719,3.0910425,2.1972246,0,0,1,1,1,159.3
600219,南山铝业,2015,7.0368621,9.0200735,2.7080502,647.68,-3.884798,220.66,192.11,178.15,392.16,24.272572,0.26658338,29.81,-0.027471,0.02568936,3.1354942,2.1972246,0.067,0,1,1,1,181.88
600219,南山铝业,2016,6.7960787,8.7876172,3.5553481,619.86,-3.889799,232.56601,209.7965,217.81073,334.57746,24.477125,0.21463656,23.38,-0.032334,0.04432519,3.1780538,2.1972246,0.0513,0,1,2,1,220.66
600219,南山铝业,2017,7.0353127,9.0111526,4.1271344,652.21,-3.915941,272.05903,247.18803,290.92458,319.9176,24.552788,0.24718574,23.57,0.290295,0.03930423,3.2188758,2.1972246,0.0644,0,1,1,1,232.566
600219,南山铝业,2018,7.2016431,9.1893979,4.0430513,667.04,-3.931483,301.13008,281.99038,287.85202,388.4758,24.680249,0.23024196,23.72,0.18482,0.04175123,3.2580965,2.1972246,0.0648,0,1,1,1,272.059
600219,南山铝业,2019,7.2615389,9.2547989,4.0073332,713.07,-3.96232,327.36141,309.97144,318.53834,400.83573,24.726214,0.24124981,23.72,0.063625,0.06924922,3.2958369,2.1972246,0.0603,0,1,2,1,301.1301
600219,南山铝业,2020,7.3105834,9.3084492,4.4543473,661.69,-3.997745,347.80584,331.65569,343.48735,409.00203,24.748829,0.20932946,23.72,0.036728,0.10503865,3.3322045,2.1972246,0.0603,0,1,2,1,327.3614
600219,南山铝业,2021,7.5291146,9.5113948,3.6375862,678.48,-4.01265,380.68344,367.59003,381.02082,423.32786,24.869225,0.24778355,21.6,0.288176,0.06989771,3.3672958,2.1972246,0.0045,1,1,1,1,347.8058
600219,南山铝业,2022,7.7574534,9.7252821,4.5108595,629.91,-4.047454,390.37579,392.52461,352.00382,453.03227,24.893429,0.22722839,22.04,0.216752,0.10302916,3.4011974,2.0794415,0.0046,1,1,2,1,380.6834
600232,金鹰股份,2011,5.8725686,7.7001342,2.3025851,622.04,-3.79753,77.39,85.53,93.52,21.22,21.415631,0.3746104,46.87,0.239102,0.05564022,2.8903718,2.1972246,0,0,1,3,0,
600232,金鹰股份,2012,5.6331681,7.5739862,2.944439,613.34,-3.834272,146.35,128.5,200.42,107.07,21.377315,0.37010318,46.87,-0.115612,0.03415108,2.944439,2.1972246,0,0,1,3,0,77.39
600232,金鹰股份,2013,5.8034597,7.7506851,2.0794415,645.95,-3.870299,205.77,167.96,265.48,222.12,21.332481,0.3489067,41.94,0.160705,0.06311794,2.9957323,2.1972246,0,0,1,2,0,146.35
600232,金鹰股份,2014,5.8063609,7.7153692,1.6094379,586.99,-3.908676,224.45,217.48,233.67,230.71,21.314712,0.33833284,46.87,-0.068696,0.04553523,3.0445224,2.1972246,0,0,1,2,0,205.77
600232,金鹰股份,2015,5.7516587,7.6869295,1.9459101,618.51,-3.940739,264.85,239.33,251.29,373.77,21.231721,0.27963888,46.87,-0.052062,0.06216676,3.0910425,2.1972246,0,0,1,2,0,224.45
600232,金鹰股份,2016,5.6877485,7.6316474,1.6094379,639.04,-3.981298,268.10485,254.4424,270.62428,308.65625,21.237369,0.28315973,46.87,-0.076116,0.03549359,3.1354942,2.1972246,0,0,1,2,0,264.85
600232,金鹰股份,2017,6.176668,7.83362,0,658.12,-4.026942,318.05198,290.05539,366.39869,322.66206,21.296034,0.32488026,46.87,0.196929,0.02280073,3.1780538,2.1972246,0,0,1,2,0,268.1049
600232,金鹰股份,2018,6.1837935,7.8014284,0,571.38,-4.06624,357.44518,330.16888,372.00777,421.07038,21.288572,0.32851528,48.58,-0.027279,0.05410617,3.2188758,2.1972246,0,0,1,2,0,318.052
600232,金鹰股份,2019,6.0924997,7.8119204,3.4339872,634.97,-4.11129,387.48777,362.40394,404.64764,439.15565,21.343489,0.37217304,48.58,0.034382,-0.03596059,3.2580965,2.1972246,0.0026,0,1,3,0,357.4452
600232,金鹰股份,2020,5.9569648,7.6500141,3.7612001,650.82,-4.149526,406.87795,382.07224,439.25345,429.97946,21.323976,0.38682094,48.58,-0.182891,0.05359886,3.2958369,2.1972246,0.0026,0,1,3,0,387.4878
600232,金鹰股份,2021,6.1848837,7.8530097,2.3978953,690.35,-4.184904,434.60939,415.93075,468.56488,434.61002,21.274491,0.37107085,48.58,0.192833,0.10730246,3.3322045,2.1972246,0.0026,0,1,3,0,406.878
600232,金鹰股份,2022,6.2529163,7.9316131,0.69314718,682.94,-4.221201,440.04467,441.51852,424.117,464.14805,21.236378,0.34059293,48.58,0.077604,0.05573103,3.3672958,2.1972246,0.0026,0,1,2,0,434.6094
600235,民丰特纸,2011,6.1893663,7.6882645,1.7917595,694.42,-3.647039,77.39,85.53,93.52,21.22,21.537289,0.54143793,50.26,0.049661,-0.02884843,2.6390573,2.1972246,0,1,1,1,0,
600235,民丰特纸,2012,6.0891492,7.6041296,1.6094379,657.6,-3.679621,146.35,128.5,200.42,107.07,21.441034,0.52240516,50.26,-0.094596,0.10982599,2.7080502,2.1972246,0,1,1,2,0,77.39
600235,民丰特纸,2013,6.059906,7.5534088,0,593.48,-3.728167,205.77,167.96,265.48,222.12,21.552902,0.37619385,37.69,-0.009352,0.00637924,2.7725887,2.1972246,0,1,1,1,0,146.35
600235,民丰特纸,2014,6.1957684,7.678818,1.0986123,636.39,-3.770684,224.45,217.48,233.67,230.71,21.588843,0.39786338,37.69,0.093071,0.05179714,2.8332133,2.1972246,0,1,1,1,0,205.77
600235,民丰特纸,2015,6.2061217,7.6489259,1.3862944,635.3,-3.815957,264.85,239.33,251.29,373.77,21.669961,0.50812339,35.36,0.027906,-0.00775324,2.8903718,2.0794415,0,1,1,1,0,224.45
600235,民丰特纸,2016,6.2794985,7.7168626,2.7080502,678.18,-3.848179,268.10485,254.4424,270.62428,308.65625,21.55307,0.4426502,34.3,0.04024,0.10301759,2.944439,2.1972246,0,1,1,3,0,264.85
600235,民丰特纸,2017,6.4175098,7.8440376,1.3862944,706.02,-3.88631,318.05198,290.05539,366.39869,322.66206,21.527356,0.42012937,34.87,0.096271,0.03246733,2.9957323,1.9459101,0,1,1,2,0,268.1049
600235,民丰特纸,2018,6.401398,7.8046975,1.6094379,646.77,-3.924485,357.44518,330.16888,372.00777,421.07038,21.502963,0.40992525,34.87,-0.056961,0.03607572,3.0445224,2.0794415,0,1,1,2,0,318.052
600235,民丰特纸,2019,6.3332568,7.7220877,1.9459101,702.01,-3.9642,387.48777,362.40394,404.64764,439.15565,21.499219,0.40268706,34.87,-0.078473,0.02503234,3.0910425,2.0794415,0,1,1,2,0,357.4452
600235,民丰特纸,2020,6.3442183,7.7175307,2.7080502,620.69,-4.004513,406.87795,382.07224,439.25345,429.97946,21.503335,0.38379403,34.87,-0.03251,0.06065389,3.1354942,2.1972246,0,1,1,2,0,387.4878
600235,民丰特纸,2021,6.4843608,7.8437274,2.3978953,649.15,-4.045708,434.60939,415.93075,468.56488,434.61002,21.519232,0.36958874,34.87,0.127563,0.04341978,3.1780538,2.1972246,0,1,1,2,0,406.878
600235,民丰特纸,2022,6.6042445,7.9293477,1.6094379,679.98,-4.083427,440.04467,441.51852,424.117,464.14805,21.489134,0.34610566,34.87,0.095389,0.08740896,3.2188758,1.9459101,0,1,1,2,0,434.6094
600268,国电南自,2011,6.7386421,8.5873429,4.8520303,712.11,-3.633452,62.08,66.7,79.22,15.71,22.709044,0.5885521,51.09,0.348634,0.00087556,2.5649494,2.3978953,0.0025,1,1,1,1,
600268,国电南自,2012,6.8728947,8.7658081,4.7791235,726.45,-3.66728,122.03,106.69,156.55,109.94,22.883642,0.63116112,51.09,0.294331,0.00123981,2.6390573,2.3978953,0.0025,1,1,1,1,62.08
600268,国电南自,2013,7.059981,8.930835,4.6443909,700.66,-3.6991,180.98,144.68,223.09,224.3,23.047534,0.68827745,51.09,0.252247,0.02022893,2.7080502,2.3978953,0.0016,1,1,1,1,122.03
600268,国电南自,2014,6.9174311,8.7198798,4.574711,557.34,-3.73815,204.16,193.18,201.09,246.02,23.064007,0.73957852,51.09,-0.064078,0.03433401,2.7725887,2.3978953,0.0016,1,1,2,1,180.98
600268,国电南自,2015,7.0740661,8.8757626,5.3471075,634.84,-3.774554,244.01,215.94,218.62,382.84,23.12305,0.75644342,50.26,0.149122,0.04520933,2.8332133,2.4849066,0.0016,1,1,2,1,204.16
600268,国电南自,2016,7.1630122,8.9661593,5.2094862,649.44,-3.814033,253.75297,233.21901,253.07703,322.79959,23.131221,0.76594777,50.26,0.05516,0.04193409,2.8903718,2.3978953,0.0016,1,1,2,1,244.01
600268,国电南自,2017,7.2744014,9.0513747,5.5333895,688.97,-3.862488,297.68818,272.32254,328.9296,324.69271,22.985114,0.70173797,54.55,0.031372,0.00127264,2.944439,2.3978953,0.0015,1,1,3,1,253.753
600268,国电南自,2018,7.1061944,8.8656339,5.4161004,659.17,-3.904801,334.0214,311.95099,333.0854,408.61877,22.938447,0.66990894,54.55,-0.188752,0.06151969,2.9957323,2.1972246,0,1,1,3,1,297.6882
600268,国电南自,2019,7.1306607,8.8892236,5.5093883,736.39,-3.946657,361.9269,341.49871,365.49563,422.91761,22.897955,0.64823626,54.55,0.003307,0.0784144,3.0445224,2.1972246,0,1,1,3,1,334.0214
600268,国电南自,2020,7.1605573,8.926362,5.3471075,686.66,-3.987272,381.61257,362.10902,395.00553,421.69919,22.88381,0.632175,54.55,0.01711,0.0835988,3.0910425,2.1972246,0,1,1,2,1,361.9269
